id,company,company_logo,title,domain,city,state,location,type,stipend,duration,duration_months,skills,applications,rating,openings,posted_date,deadline,description,demand_score,growth_trend
15043,BrowserStack,🟠,Frontend Developer Intern,Frontend Development,Mangalore,Karnataka,"Mangalore, Karnataka",Remote,7000,5 Months,5,JavaScript|HTML/CSS|Vue.js|Tailwind CSS|Snowflake|BigQuery,604,4.1,4,2025-10-17,2025-12-17,"Exciting Frontend Developer Intern opportunity at BrowserStack in the Frontend Development domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with JavaScript, HTML/CSS, Vue.js.",34.7,36.0
15044,Druva,🔵,Penetration Tester Intern,Cybersecurity,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",On-site,15000,5 Months,5,SQL|Docker|Network Engineering|Penetration Testing|Edge Computing|Swift,1676,4.4,1,2025-06-11,2025-08-11,"Exciting Penetration Tester Intern opportunity at Druva in the Cybersecurity domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with SQL, Docker, Network Engineering.",37.7,14.5
15045,Icertis,🔵,SDN Engineer Intern,Network Engineering,Guwahati,Assam,"Guwahati, Assam",On-site,20000,2 Months,2,Kubernetes|Docker|Python|Networking|React|Content Writing,903,4.0,6,2025-04-15,2025-06-15,"Exciting SDN Engineer Intern opportunity at Icertis in the Network Engineering domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Kubernetes, Docker, Python.",34.7,3.1
15046,Darwinbox,🟢,ML Engineer Intern,Machine Learning,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Hybrid,90000,4 Months,4,Deep Learning|PyTorch|Scikit-learn|TensorFlow|Hadoop|Google Analytics,1234,4.7,4,2025-02-19,2025-04-19,"Exciting ML Engineer Intern opportunity at Darwinbox in the Machine Learning domain. Work with cutting-edge technology in Chennai and gain hands-on experience with Deep Learning, PyTorch, Scikit-learn.",63.7,-0.8
15047,Whatfix,💙,Frontend Intern,Web Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,10000,3 Months,3,Git|REST APIs|Node.js|TypeScript|Raspberry Pi|PyTorch,1941,4.5,5,2025-06-17,2025-08-17,"Exciting Frontend Intern opportunity at Whatfix in the Web Development domain. Work with cutting-edge technology in Noida and gain hands-on experience with Git, REST APIs, Node.js.",41.1,29.2
15048,CleverTap,🟣,Embedded Systems Intern,IoT,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,8000,1 Month,1,Raspberry Pi|Arduino|C++|AWS|ROS|Three.js,494,3.9,1,2025-04-05,2025-06-05,"Exciting Embedded Systems Intern opportunity at CleverTap in the IoT domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with Raspberry Pi, Arduino, C++.",28.7,6.6
15049,MoEngage,🔵,Mechatronics Intern,Robotics,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,12000,1 Month,1,Arduino|ROS|Python|Linux|Redis|Heroku,330,3.9,3,2025-04-01,2025-06-01,"Exciting Mechatronics Intern opportunity at MoEngage in the Robotics domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Arduino, ROS, Python.",35.2,22.8
15050,Chargebee,🟠,Edge Computing Intern,IoT,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,3000,5 Months,5,Raspberry Pi|Arduino|C++|Edge Computing|AWS|GPT,587,4.5,2,2025-06-18,2025-08-18,"Exciting Edge Computing Intern opportunity at Chargebee in the IoT domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Raspberry Pi, Arduino, C++.",29.2,-5.2
15051,Freshdesk,🟢,Image Processing Intern,Computer Vision,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,70000,1 Month,1,OpenCV|Python|TensorFlow|Deep Learning|FastAPI|Web3.js,591,4.4,5,2025-02-20,2025-04-20,"Exciting Image Processing Intern opportunity at Freshdesk in the Computer Vision domain. Work with cutting-edge technology in Noida and gain hands-on experience with OpenCV, Python, TensorFlow.",57.4,6.1
15052,Haptik,💙,Social Media Intern,Digital Marketing,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,40000,2 Months,2,Social Media|Google Analytics|Excel|Content Writing|BigQuery|D3.js,1487,3.9,6,2025-11-16,2025-12-16,"Exciting Social Media Intern opportunity at Haptik in the Digital Marketing domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Social Media, Google Analytics, Excel.",49.0,7.9
15053,Niki.ai,🔵,React Developer Intern,Frontend Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,35000,1 Month,1,React|JavaScript|Tailwind CSS|Next.js|Sass/LESS|Adobe XD,241,3.2,4,2025-10-19,2025-12-19,"Exciting React Developer Intern opportunity at Niki.ai in the Frontend Development domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with React, JavaScript, Tailwind CSS.",36.7,13.8
15054,Observe.AI,🟢,Systems Engineer Intern,Software Development,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,6000,6 Months,6,C++|SQL|REST APIs|Git|Django|GPT,335,3.8,7,2025-09-17,2025-11-17,"Exciting Systems Engineer Intern opportunity at Observe.AI in the Software Development domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with C++, SQL, REST APIs.",24.2,1.6
15055,Yellow.ai,🟡,Documentation Intern,Technical Writing,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,50000,3 Months,3,HTML/CSS|Markdown|Content Writing|Git|Vite|Raspberry Pi,2260,3.5,5,2025-10-18,2025-12-18,"Exciting Documentation Intern opportunity at Yellow.ai in the Technical Writing domain. Work with cutting-edge technology in Indore and gain hands-on experience with HTML/CSS, Markdown, Content Writing.",58.1,-3.0
15056,Mindtickle,🔴,Operations Analyst Intern,Business Analytics,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,75000,3 Months,3,Pandas|SQL|Python|Power BI|Kubernetes|Matplotlib,1805,4.7,2,2025-02-04,2025-04-04,"Exciting Operations Analyst Intern opportunity at Mindtickle in the Business Analytics domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Pandas, SQL, Python.",59.2,-4.0
15057,LeadSquared,🟢,API Developer Intern,Backend Development,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,25000,5 Months,5,Java|MongoDB|Node.js|PostgreSQL|AWS|Truffle,150,4.0,7,2025-04-05,2025-06-05,"Exciting API Developer Intern opportunity at LeadSquared in the Backend Development domain. Work with cutting-edge technology in Chandigarh and gain hands-on experience with Java, MongoDB, Node.js.",27.8,34.2
15058,Capillary Tech,🔷,Test Automation Intern,Quality Assurance,Kolkata,West Bengal,"Kolkata, West Bengal",On-site,12000,4 Months,4,Playwright|Cypress|Selenium|Postman|Ethereum|SQLAlchemy,906,3.4,4,2025-12-04,2025-12-04,"Exciting Test Automation Intern opportunity at Capillary Tech in the Quality Assurance domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Playwright, Cypress, Selenium.",29.3,15.8
15059,Delhivery,🔴,Network Engineer Intern,Network Engineering,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,50000,2 Months,2,Kubernetes|Docker|Networking|Cisco|Pandas|Google Analytics,1095,4.7,2,2025-12-27,2025-12-27,"Exciting Network Engineer Intern opportunity at Delhivery in the Network Engineering domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Kubernetes, Docker, Networking.",47.8,-1.5
15060,Rivigo,🔵,Product Management Intern,Product Management,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,90000,2 Months,2,Scrum|Tableau|Agile|JIRA|TensorFlow|MongoDB,349,4.7,3,2025-07-12,2025-09-12,"Exciting Product Management Intern opportunity at Rivigo in the Product Management domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Scrum, Tableau, Agile.",60.6,-5.0
15061,BlackBuck,🟢,Flutter Developer Intern,Mobile Development,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,40000,5 Months,5,Flutter|Firebase|Swift|React Native|Apache|Azure,1371,3.6,1,2025-12-19,2025-12-19,"Exciting Flutter Developer Intern opportunity at BlackBuck in the Mobile Development domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with Flutter, Firebase, Swift.",41.6,-6.9
15062,Locus,🔵,Metaverse Developer Intern,AR/VR Development,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,75000,1 Month,1,C++|OpenCV|Python|Three.js|JavaScript|Arduino,1218,4.4,3,2025-09-24,2025-11-24,"Exciting Metaverse Developer Intern opportunity at Locus in the AR/VR Development domain. Work with cutting-edge technology in Chennai and gain hands-on experience with C++, OpenCV, Python.",55.0,7.8
15063,Dunzo,🟢,UX Research Intern,UI/UX Design,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,40000,1 Month,1,HTML/CSS|Material UI|Tailwind CSS|Adobe XD|SEO|Computer Vision,248,3.1,6,2025-02-25,2025-04-25,"Exciting UX Research Intern opportunity at Dunzo in the UI/UX Design domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with HTML/CSS, Material UI, Tailwind CSS.",32.0,-3.2
15064,Rapido,🟡,IoT Engineer Intern,IoT,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,30000,1 Month,1,Python|Edge Computing|Raspberry Pi|C++|Socket.io|Scikit-learn,3056,3.6,2,2025-06-17,2025-08-17,"Exciting IoT Engineer Intern opportunity at Rapido in the IoT domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Python, Edge Computing, Raspberry Pi.",56.9,33.4
15065,Urban Company,🟢,Computer Vision Intern,Computer Vision,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Hybrid,12000,5 Months,5,OpenCV|TensorFlow|PyTorch|Python|OpenAI API|RabbitMQ,272,3.8,6,2025-05-11,2025-07-11,"Exciting Computer Vision Intern opportunity at Urban Company in the Computer Vision domain. Work with cutting-edge technology in Coimbatore and gain hands-on experience with OpenCV, TensorFlow, PyTorch.",27.8,-4.0
15066,Cars24,🔵,Backend Developer Intern,Software Development,Nagpur,Maharashtra,"Nagpur, Maharashtra",Remote,20000,2 Months,2,C++|Python|Linux|Java|Mocha|Heroku,397,3.0,1,2025-11-13,2025-12-13,"Exciting Backend Developer Intern opportunity at Cars24 in the Software Development domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with C++, Python, Linux.",33.3,-6.5
15067,CarDekho,🔴,Hardware Engineer Intern,IoT,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,20000,2 Months,2,C++|AWS|Raspberry Pi|Edge Computing|Puppeteer|Cypress,1098,3.7,1,2025-11-13,2025-12-13,"Exciting Hardware Engineer Intern opportunity at CarDekho in the IoT domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with C++, AWS, Raspberry Pi.",40.0,4.3
15068,Spinny,🟡,ROS Developer Intern,Robotics,Jaipur,Rajasthan,"Jaipur, Rajasthan",Remote,60000,4 Months,4,TensorFlow|ROS|Linux|Python|Puppeteer|Flask,650,4.4,2,2025-06-05,2025-08-05,"Exciting ROS Developer Intern opportunity at Spinny in the Robotics domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with TensorFlow, ROS, Linux.",54.3,6.0
15069,Cuemath,🟣,Unity Developer Intern,Game Development,Ranchi,Jharkhand,"Ranchi, Jharkhand",Remote,60000,5 Months,5,C#|C++|Unity|Python|Pandas|Rust,424,3.7,9,2025-10-06,2025-12-06,"Exciting Unity Developer Intern opportunity at Cuemath in the Game Development domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with C#, C++, Unity.",47.5,3.1
15070,Eruditus,🔵,IoT Engineer Intern,IoT,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",On-site,25000,4 Months,4,AWS|Python|Arduino|MQTT|Web3.js|Django,946,4.3,2,2025-12-23,2025-12-23,"Exciting IoT Engineer Intern opportunity at Eruditus in the IoT domain. Work with cutting-edge technology in Coimbatore and gain hands-on experience with AWS, Python, Arduino.",38.7,15.3
15071,Great Learning,🔵,QA Engineer Intern,Quality Assurance,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,3000,2 Months,2,Python|Jest|Cypress|Pytest|Docker|Content Writing,647,3.4,1,2025-04-04,2025-06-04,"Exciting QA Engineer Intern opportunity at Great Learning in the Quality Assurance domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Python, Jest, Cypress.",24.3,1.4
15072,Simplilearn,🟠,Analytics Engineer Intern,Data Science,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,12000,4 Months,4,Power BI|SQL|Scikit-learn|NumPy|JavaScript|Express.js,656,4.2,6,2025-04-19,2025-06-19,"Exciting Analytics Engineer Intern opportunity at Simplilearn in the Data Science domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Power BI, SQL, Scikit-learn.",33.5,26.1
15073,Intellipaat,🔵,React Developer Intern,Frontend Development,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,80000,4 Months,4,JavaScript|React|Tailwind CSS|TypeScript|Scikit-learn|Hugging Face,550,4.5,6,2025-09-02,2025-11-02,"Exciting React Developer Intern opportunity at Intellipaat in the Frontend Development domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with JavaScript, React, Tailwind CSS.",59.9,26.6
15074,Emeritus,🟢,Performance Tester Intern,Quality Assurance,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",On-site,15000,5 Months,5,Postman|Jest|Playwright|Python|ROS|Kubernetes,456,4.7,21,2025-02-13,2025-04-13,"Exciting Performance Tester Intern opportunity at Emeritus in the Quality Assurance domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with Postman, Jest, Playwright.",31.1,-5.2
15075,PhysicsWallah,🟣,Operations Analyst Intern,Business Analytics,Raipur,Chhattisgarh,"Raipur, Chhattisgarh",Hybrid,80000,4 Months,4,Tableau|Pandas|Power BI|SQL|Vercel|JIRA,163,3.7,11,2025-01-10,2025-03-10,"Exciting Operations Analyst Intern opportunity at PhysicsWallah in the Business Analytics domain. Work with cutting-edge technology in Raipur and gain hands-on experience with Tableau, Pandas, Power BI.",46.1,-1.1
15076,Allen Digital,🔵,Test Automation Intern,Quality Assurance,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,7000,6 Months,6,Cypress|Playwright|Selenium|Jest|SQLAlchemy|Hardhat,1060,4.8,5,2025-11-25,2025-12-25,"Exciting Test Automation Intern opportunity at Allen Digital in the Quality Assurance domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Cypress, Playwright, Selenium.",43.0,32.5
15077,Testbook,🟢,NLP Engineer Intern,AI Research,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,75000,6 Months,6,Computer Vision|Python|Deep Learning|Hugging Face|Microservices|C++,2270,4.3,13,2025-05-01,2025-07-01,"Exciting NLP Engineer Intern opportunity at Testbook in the AI Research domain. Work with cutting-edge technology in Noida and gain hands-on experience with Computer Vision, Python, Deep Learning.",61.0,4.1
15078,Gradeup,🟢,Unity Developer Intern,Game Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Hybrid,12000,5 Months,5,Three.js|Python|Unity|C#|Playwright|Web3.js,500,3.5,1,2025-09-28,2025-11-28,"Exciting Unity Developer Intern opportunity at Gradeup in the Game Development domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with Three.js, Python, Unity.",27.1,36.9
15079,Toppr,🔵,Strategy Analyst Intern,Business Analytics,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,100000,4 Months,4,Python|Tableau|Excel|Power BI|Flask|Streamlit,874,4.1,3,2025-12-11,2025-12-11,"Exciting Strategy Analyst Intern opportunity at Toppr in the Business Analytics domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Python, Tableau, Excel.",64.1,5.7
15080,Doubtnut,🔴,Social Media Intern,Digital Marketing,Bangalore,Karnataka,"Bangalore, Karnataka",On-site,7000,2 Months,2,Content Writing|SEO|Google Analytics|Social Media|Terraform|Pytest,703,3.3,14,2025-07-24,2025-09-24,"Exciting Social Media Intern opportunity at Doubtnut in the Digital Marketing domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with Content Writing, SEO, Google Analytics.",23.9,36.4
15081,Google India,🔵,SOC Analyst Intern,Cybersecurity,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",On-site,90000,4 Months,4,Penetration Testing|Linux|SQL|Docker|Weaviate|HTML/CSS,582,4.0,2,2025-06-18,2025-08-18,"Exciting SOC Analyst Intern opportunity at Google India in the Cybersecurity domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with Penetration Testing, Linux, SQL.",53.4,-5.5
15082,Microsoft India,🟦,Quantum Computing Intern,Quantum Computing,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Remote,75000,2 Months,2,Python|Qiskit|NumPy|Linear Algebra|Unreal Engine|Agile,1254,3.8,4,2025-09-19,2025-11-19,"Exciting Quantum Computing Intern opportunity at Microsoft India in the Quantum Computing domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with Python, Qiskit, NumPy.",58.6,1.2
15083,Amazon India,🟠,Visual Designer Intern,UI/UX Design,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,5000,1 Month,1,JavaScript|Adobe XD|Tailwind CSS|Material UI|Flutter|Jenkins,1131,3.9,23,2025-06-14,2025-08-14,"Exciting Visual Designer Intern opportunity at Amazon India in the UI/UX Design domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with JavaScript, Adobe XD, Tailwind CSS.",38.9,-5.8
15084,Flipkart,🟡,UI Developer Intern,Frontend Development,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,75000,2 Months,2,JavaScript|Next.js|Tailwind CSS|React|MongoDB|Figma,179,4.4,6,2025-06-09,2025-08-09,"Exciting UI Developer Intern opportunity at Flipkart in the Frontend Development domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with JavaScript, Next.js, Tailwind CSS.",52.2,21.6
15085,Infosys,🔷,Systems Engineer Intern,Software Development,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,60000,5 Months,5,Java|SQL|C++|Agile|Sass/LESS|JavaScript,78,4.3,1,2025-05-17,2025-07-17,"Exciting Systems Engineer Intern opportunity at Infosys in the Software Development domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with Java, SQL, C++.",40.6,36.5
15086,TCS,🔶,CI/CD Engineer Intern,DevOps,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,60000,3 Months,3,Ansible|AWS|CI/CD|Linux|MongoDB|RabbitMQ,135,3.4,2,2025-07-24,2025-09-24,"Exciting CI/CD Engineer Intern opportunity at TCS in the DevOps domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Ansible, AWS, CI/CD.",46.2,15.9
15087,Wipro,🟢,NLP Engineer Intern,AI Research,Vadodara,Gujarat,"Vadodara, Gujarat",Remote,60000,5 Months,5,TensorFlow|PyTorch|Deep Learning|NLP|MongoDB|Airflow,735,4.0,5,2025-06-26,2025-08-26,"Exciting NLP Engineer Intern opportunity at Wipro in the AI Research domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with TensorFlow, PyTorch, Deep Learning.",50.7,1.0
15088,Zoho,🔴,NLP Engineer Intern,AI Research,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,30000,2 Months,2,Deep Learning|Hugging Face|TensorFlow|Computer Vision|Plotly|Hadoop,462,3.8,1,2025-12-19,2025-12-19,"Exciting NLP Engineer Intern opportunity at Zoho in the AI Research domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Deep Learning, Hugging Face, TensorFlow.",34.4,20.6
15089,Razorpay,💙,Social Media Intern,Digital Marketing,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,80000,3 Months,3,Content Writing|SEO|Excel|Social Media|Databricks|SQLAlchemy,805,4.1,6,2025-01-09,2025-03-09,"Exciting Social Media Intern opportunity at Razorpay in the Digital Marketing domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Content Writing, SEO, Excel.",52.2,-1.2
15090,Swiggy,🧡,SDET Intern,Quality Assurance,Chandigarh,Punjab,"Chandigarh, Punjab",Remote,50000,5 Months,5,Jest|Cypress|Selenium|Python|Puppeteer|FastAPI,236,5.0,6,2025-09-16,2025-11-16,"Exciting SDET Intern opportunity at Swiggy in the Quality Assurance domain. Work with cutting-edge technology in Chandigarh and gain hands-on experience with Jest, Cypress, Selenium.",47.8,35.8
15091,Zomato,❤️,Performance Tester Intern,Quality Assurance,Jaipur,Rajasthan,"Jaipur, Rajasthan",On-site,7000,4 Months,4,Playwright|Postman|Jest|Selenium|Adobe XD|Flask,190,3.7,9,2025-09-03,2025-11-03,"Exciting Performance Tester Intern opportunity at Zomato in the Quality Assurance domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with Playwright, Postman, Jest.",21.4,8.8
15092,PhonePe,💜,DeFi Engineer Intern,Blockchain,Nagpur,Maharashtra,"Nagpur, Maharashtra",Hybrid,25000,5 Months,5,Python|Hardhat|Ethereum|Solidity|Edge Computing|Svelte,668,3.9,18,2025-01-09,2025-03-09,"Exciting DeFi Engineer Intern opportunity at PhonePe in the Blockchain domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Python, Hardhat, Ethereum.",34.7,16.4
15093,CRED,⚫,Big Data Engineer Intern,Big Data Engineering,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,45000,1 Month,1,Hadoop|Python|Airflow|Databricks|Excel|Flutter,2332,3.3,4,2025-02-02,2025-04-02,"Exciting Big Data Engineer Intern opportunity at CRED in the Big Data Engineering domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Hadoop, Python, Airflow.",49.2,4.5
15094,Paytm,💎,ETL Developer Intern,Big Data Engineering,Mumbai,Maharashtra,"Mumbai, Maharashtra",Remote,50000,3 Months,3,SQL|Hadoop|Spark|Kafka|Go|Truffle,345,4.8,1,2025-04-09,2025-06-09,"Exciting ETL Developer Intern opportunity at Paytm in the Big Data Engineering domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with SQL, Hadoop, Spark.",51.1,15.2
15095,Freshworks,💚,CI/CD Engineer Intern,DevOps,Patna,Bihar,"Patna, Bihar",Remote,12000,2 Months,2,Terraform|Ansible|Kubernetes|Docker|Hardhat|Deep Learning,1034,4.0,2,2025-02-15,2025-04-15,"Exciting CI/CD Engineer Intern opportunity at Freshworks in the DevOps domain. Work with cutting-edge technology in Patna and gain hands-on experience with Terraform, Ansible, Kubernetes.",40.9,20.7
15096,Byju's,🟣,Network Security Intern,Network Engineering,Delhi NCR,Delhi,"Delhi NCR, Delhi",On-site,28000,3 Months,3,Kubernetes|Linux|Cisco|Networking|Heroku|Power BI,2278,4.3,3,2025-05-12,2025-07-12,"Exciting Network Security Intern opportunity at Byju's in the Network Engineering domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Kubernetes, Linux, Cisco.",47.1,20.1
15097,Ola,🖤,Game Designer Intern,Game Development,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Hybrid,15000,4 Months,4,Python|Unreal Engine|Unity|Three.js|Flutter|JIRA,2017,4.0,6,2025-03-11,2025-05-11,"Exciting Game Designer Intern opportunity at Ola in the Game Development domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Python, Unreal Engine, Unity.",42.6,-4.0
15098,Meesho,🩷,Quantum Computing Intern,Quantum Computing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,60000,4 Months,4,NumPy|Qiskit|Machine Learning|Python|Three.js|WebSocket,1014,4.6,6,2025-09-07,2025-11-07,"Exciting Quantum Computing Intern opportunity at Meesho in the Quantum Computing domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with NumPy, Qiskit, Machine Learning.",55.5,25.4
15099,Groww,🌟,Image Processing Intern,Computer Vision,Raipur,Chhattisgarh,"Raipur, Chhattisgarh",Hybrid,15000,6 Months,6,OpenCV|Python|TensorFlow|PyTorch|Express.js|Pytest,190,4.2,2,2025-10-05,2025-12-05,"Exciting Image Processing Intern opportunity at Groww in the Computer Vision domain. Work with cutting-edge technology in Raipur and gain hands-on experience with OpenCV, Python, TensorFlow.",32.6,20.6
15100,Zerodha,⭐,NLP Engineer Intern,AI Research,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",On-site,3000,5 Months,5,Computer Vision|Hugging Face|Deep Learning|NLP|Kafka|Kotlin,1352,4.9,3,2025-03-12,2025-05-12,"Exciting NLP Engineer Intern opportunity at Zerodha in the AI Research domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with Computer Vision, Hugging Face, Deep Learning.",33.2,5.0
15101,Reliance Digital,🔵,Content Marketing Intern,Digital Marketing,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",On-site,35000,5 Months,5,Content Writing|Excel|Social Media|Google Analytics|JavaScript|FastAPI,582,4.0,1,2025-08-16,2025-10-16,"Exciting Content Marketing Intern opportunity at Reliance Digital in the Digital Marketing domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with Content Writing, Excel, Social Media.",34.4,23.3
15102,Tata Digital,🏛️,Social Media Intern,Digital Marketing,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Remote,8000,6 Months,6,SEO|Social Media|Google Analytics|Excel|D3.js|Supabase,308,3.8,2,2025-09-02,2025-11-02,"Exciting Social Media Intern opportunity at Tata Digital in the Digital Marketing domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with SEO, Social Media, Google Analytics.",31.0,22.7
15103,Accenture India,🟩,Systems Engineer Intern,Software Development,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,35000,4 Months,4,REST APIs|Java|SQL|Agile|R|Spark,87,4.8,5,2025-12-24,2025-12-24,"Exciting Systems Engineer Intern opportunity at Accenture India in the Software Development domain. Work with cutting-edge technology in Indore and gain hands-on experience with REST APIs, Java, SQL.",44.7,34.7
15104,Deloitte India,🟫,UI Developer Intern,Frontend Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",On-site,3000,1 Month,1,Vue.js|Next.js|React|JavaScript|Tailwind CSS|GCP,546,2.7,11,2025-12-07,2025-12-07,"Exciting UI Developer Intern opportunity at Deloitte India in the Frontend Development domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Vue.js, Next.js, React.",22.0,15.0
15105,IBM India,🟪,Technical Writer Intern,Technical Writing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,80000,6 Months,6,Markdown|Swagger|Content Writing|Git|PyTorch|Arduino,80,4.5,1,2025-05-19,2025-07-19,"Exciting Technical Writer Intern opportunity at IBM India in the Technical Writing domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Markdown, Swagger, Content Writing.",53.0,19.0
15106,Adobe India,🔴,AWS Solutions Intern,Cloud Computing,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,25000,4 Months,4,AWS|Docker|Terraform|Azure|C++|Unity,598,4.2,5,2025-09-23,2025-11-23,"Exciting AWS Solutions Intern opportunity at Adobe India in the Cloud Computing domain. Work with cutting-edge technology in Chandigarh and gain hands-on experience with AWS, Docker, Terraform.",32.8,18.6
15107,Oracle India,🟥,React Native Intern,Mobile Development,Surat,Gujarat,"Surat, Gujarat",On-site,50000,1 Month,1,Firebase|Kotlin|REST APIs|Flutter|PostgreSQL|JIRA,219,4.4,5,2025-06-18,2025-08-18,"Exciting React Native Intern opportunity at Oracle India in the Mobile Development domain. Work with cutting-edge technology in Surat and gain hands-on experience with Firebase, Kotlin, REST APIs.",40.9,34.0
